timestamp,symbol,price
2025-09-18T11:40:27.699600,AAPL,152.04
2025-09-18T11:40:27.712214,AAPL,145.81
2025-09-18T11:40:27.725339,AAPL,145.03
2025-09-18T11:40:27.738134,AAPL,149.41
2025-09-18T11:40:27.748834,AAPL,146.86
2025-09-18T11:40:27.759304,AAPL,152.53
2025-09-18T11:40:27.770507,AAPL,152.52
2025-09-18T11:40:27.780983,AAPL,150.72
2025-09-18T11:40:27.791581,AAPL,155.89
2025-09-18T11:40:27.802080,AAPL,157.07
2025-09-18T11:40:27.813448,AAPL,156.34
2025-09-18T11:40:27.824113,AAPL,154.63
2025-09-18T11:40:27.834791,AAPL,160.87
2025-09-18T11:40:27.845031,AAPL,163.37
2025-09-18T11:40:27.855424,AAPL,167.34
2025-09-18T11:40:27.866004,AAPL,167.58
2025-09-18T11:40:27.876466,AAPL,168.83
2025-09-18T11:40:27.887621,AAPL,168.76
2025-09-18T11:40:27.898065,AAPL,163.65
2025-09-18T11:40:27.908638,AAPL,157.16
2025-09-18T11:40:27.920361,AAPL,153.21
2025-09-18T11:40:27.931509,AAPL,154.05
2025-09-18T11:40:27.942050,AAPL,153.17
2025-09-18T11:40:27.953726,AAPL,151.46
2025-09-18T11:40:27.964029,AAPL,151.78
2025-09-18T11:40:27.974509,AAPL,150.15
2025-09-18T11:40:27.985503,AAPL,152.8
2025-09-18T11:40:27.997849,AAPL,152.11
2025-09-18T11:40:28.008471,AAPL,147.67
2025-09-18T11:40:28.018797,AAPL,142.93
2025-09-18T11:40:28.030943,AAPL,145.56
2025-09-18T11:40:28.041735,AAPL,141.65
2025-09-18T11:40:28.053929,AAPL,135.06
2025-09-18T11:40:28.064594,AAPL,138.26
2025-09-18T11:40:28.075015,AAPL,138.78
2025-09-18T11:40:28.087777,AAPL,139.18
2025-09-18T11:40:28.098437,AAPL,136.85
2025-09-18T11:40:28.108778,AAPL,133.71
2025-09-18T11:40:28.120351,AAPL,136.81
2025-09-18T11:40:28.130854,AAPL,138.29
2025-09-18T11:40:28.141507,AAPL,136.05
2025-09-18T11:40:28.151841,AAPL,135.43
2025-09-18T11:40:28.162426,AAPL,141.15
2025-09-18T11:40:28.172815,AAPL,141.16
2025-09-18T11:40:28.183267,AAPL,141.85
2025-09-18T11:40:28.193850,AAPL,140.89
2025-09-18T11:40:28.204150,AAPL,143.48
2025-09-18T11:40:28.214666,AAPL,136.89
2025-09-18T11:40:28.225348,AAPL,133.89
2025-09-18T11:40:28.237161,AAPL,134.52
2025-09-18T11:40:28.248342,AAPL,129.95
2025-09-18T11:40:28.258788,AAPL,129.71
2025-09-18T11:40:28.270399,AAPL,131.57
2025-09-18T11:40:28.280702,AAPL,131.53
2025-09-18T11:40:28.291639,AAPL,128.64
2025-09-18T11:40:28.302130,AAPL,131.22
2025-09-18T11:40:28.314867,AAPL,136.73
2025-09-18T11:40:28.325905,AAPL,138.01
2025-09-18T11:40:28.338161,AAPL,136.01
2025-09-18T11:40:28.348884,AAPL,137.04
2025-09-18T11:40:28.359592,AAPL,133.01
2025-09-18T11:40:28.372980,AAPL,133.94
2025-09-18T11:40:28.383737,AAPL,134.88
2025-09-18T11:40:28.394459,AAPL,131.69
2025-09-18T11:40:28.404978,AAPL,128.51
2025-09-18T11:40:28.418103,AAPL,129.71
2025-09-18T11:40:28.428518,AAPL,131.58
2025-09-18T11:40:28.439523,AAPL,129.13
2025-09-18T11:40:28.449873,AAPL,129.2
2025-09-18T11:40:28.460646,AAPL,135.46
2025-09-18T11:40:28.475106,AAPL,136.02
2025-09-18T11:40:28.490041,AAPL,136.47
2025-09-18T11:40:28.500296,AAPL,134.08
2025-09-18T11:40:28.510823,AAPL,138.33
2025-09-18T11:40:28.523581,AAPL,136.75
2025-09-18T11:40:28.533835,AAPL,142.54
2025-09-18T11:40:28.544490,AAPL,145.03
2025-09-18T11:40:28.555050,AAPL,145.79
2025-09-18T11:40:28.565350,AAPL,143.73
2025-09-18T11:40:28.575870,AAPL,143.06
2025-09-18T11:40:28.586798,AAPL,142.59
2025-09-18T11:40:28.597353,AAPL,140.56
2025-09-18T11:40:28.608077,AAPL,140.5
2025-09-18T11:40:28.618522,AAPL,137.92
2025-09-18T11:40:28.628860,AAPL,139.59
2025-09-18T11:40:28.639269,AAPL,141.64
2025-09-18T11:40:28.650237,AAPL,142.56
2025-09-18T11:40:28.660765,AAPL,144.2
2025-09-18T11:40:28.672428,AAPL,143.59
2025-09-18T11:40:28.682793,AAPL,141.66
2025-09-18T11:40:28.693052,AAPL,143.15
2025-09-18T11:40:28.704410,AAPL,144.84
2025-09-18T11:40:28.714896,AAPL,145.52
2025-09-18T11:40:28.725612,AAPL,143.61
2025-09-18T11:40:28.736865,AAPL,145.3
2025-09-18T11:40:28.747544,AAPL,150.17
2025-09-18T11:40:28.758178,AAPL,152.13
2025-09-18T11:40:28.769232,AAPL,149.57
2025-09-18T11:40:28.779832,AAPL,144.46
2025-09-18T11:40:28.790360,AAPL,145.97
2025-09-18T11:40:28.803746,AAPL,146.59
2025-09-18T11:40:28.817666,AAPL,149.72
2025-09-18T11:40:28.833157,AAPL,151.53
2025-09-18T11:40:28.845134,AAPL,147.7
2025-09-18T11:40:28.865241,AAPL,150.71
2025-09-18T11:40:28.878891,AAPL,152.87
2025-09-18T11:40:28.890482,AAPL,154.28
2025-09-18T11:40:28.907277,AAPL,157.19
2025-09-18T11:40:28.924521,AAPL,159.61
2025-09-18T11:40:28.937744,AAPL,157.76
2025-09-18T11:40:28.949678,AAPL,159.74
2025-09-18T11:40:28.964793,AAPL,158.68
2025-09-18T11:40:28.976448,AAPL,157.45
2025-09-18T11:40:28.987272,AAPL,157.45
2025-09-18T11:40:29.002097,AAPL,152.44
2025-09-18T11:40:29.028689,AAPL,159.28
2025-09-18T11:40:29.041802,AAPL,157.19
2025-09-18T11:40:29.053575,AAPL,159.4
2025-09-18T11:40:29.064327,AAPL,156.17
2025-09-18T11:40:29.075055,AAPL,156.86
2025-09-18T11:40:29.085620,AAPL,154.13
2025-09-18T11:40:29.096040,AAPL,152.67
2025-09-18T11:40:29.106471,AAPL,153.83
2025-09-18T11:40:29.117176,AAPL,149.86
2025-09-18T11:40:29.127633,AAPL,150.29
2025-09-18T11:40:29.137882,AAPL,154.85
2025-09-18T11:40:29.148228,AAPL,154.6
2025-09-18T11:40:29.158721,AAPL,155.52
2025-09-18T11:40:29.169358,AAPL,156.06
2025-09-18T11:40:29.180561,AAPL,156.88
2025-09-18T11:40:29.190959,AAPL,155.51
2025-09-18T11:40:29.201224,AAPL,151.29
2025-09-18T11:40:29.211675,AAPL,148.18
2025-09-18T11:40:29.222193,AAPL,147.83
2025-09-18T11:40:29.232671,AAPL,148.3
2025-09-18T11:40:29.243057,AAPL,149.01
2025-09-18T11:40:29.253227,AAPL,152.36
2025-09-18T11:40:29.263511,AAPL,147.23
2025-09-18T11:40:29.273741,AAPL,145.87
2025-09-18T11:40:29.284201,AAPL,147.3
2025-09-18T11:40:29.294425,AAPL,141.58
2025-09-18T11:40:29.305193,AAPL,140.5
2025-09-18T11:40:29.315491,AAPL,137.68
2025-09-18T11:40:29.326115,AAPL,137.09
2025-09-18T11:40:29.338339,AAPL,137.58
2025-09-18T11:40:29.348717,AAPL,139.98
2025-09-18T11:40:29.358952,AAPL,137.32
2025-09-18T11:40:29.416100,AAPL,134.81
2025-09-18T11:40:29.426509,AAPL,136.59
2025-09-18T11:40:29.445196,AAPL,134.23
2025-09-18T11:40:29.456152,AAPL,131.48
2025-09-18T11:40:29.467177,AAPL,132.71
2025-09-18T11:40:29.477661,AAPL,134.77
2025-09-18T11:40:29.488275,AAPL,135.01
2025-09-18T11:40:29.498879,AAPL,132.01
2025-09-18T11:40:29.509115,AAPL,133.23
2025-09-18T11:40:29.520279,AAPL,134.08
2025-09-18T11:40:29.530828,AAPL,134.25
2025-09-18T11:40:29.541200,AAPL,135.06
2025-09-18T11:40:29.551798,AAPL,131.96
2025-09-18T11:40:29.562145,AAPL,132.47
2025-09-18T11:40:29.572336,AAPL,127.88
